Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance,Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY21-AMER-3102,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/13/20,4/15/21,2024.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3103,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/14/20,4/15/21,2036.8,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-3104,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/15/20,4/15/21,2049,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3105,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/16/20,4/15/21,2061.2,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3106,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/18/20,4/15/21,2073.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3107,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/19/20,4/15/21,2085.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3108,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/20/20,4/15/21,2097.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3109,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/20/20,4/15/21,2110,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-3110,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/21/20,4/15/21,2122.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3111,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/22/20,4/15/21,2134.4,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3112,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/23/20,4/15/21,2146.6,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3113,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/24/20,4/15/21,2158.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3114,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/25/20,4/15/21,2171,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3115,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/26/20,4/15/21,2183.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3116,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/27/20,4/15/21,2195.4,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-3117,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/28/20,4/15/21,2207.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3118,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/29/20,4/15/21,2219.8,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3119,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/30/20,4/15/21,2232,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3120,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/1/20,4/15/21,2244.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3121,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/2/20,4/15/21,2256.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3122,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/3/20,4/15/21,2268.6,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-3123,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/4/20,4/15/21,2280.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3124,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/5/20,4/15/21,2293,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3125,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/6/20,4/15/21,2305.2,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3126,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/7/20,4/15/21,2317.4,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3127,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/8/20,4/15/21,2329.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3128,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/9/20,4/15/21,2341.8,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-3129,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/10/20,4/15/21,2354,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3130,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/11/20,4/15/21,2366.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3131,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/12/20,4/15/21,2378.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3132,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/13/20,4/15/21,2390.6,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3133,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/14/20,4/15/21,2402.8,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3134,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/15/20,4/15/21,2415,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3135,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/16/20,4/15/21,2427.2,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-3136,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/18/20,4/15/21,2439.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3137,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/19/20,4/15/21,2451.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3138,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/20/20,4/15/21,2463.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3139,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/20/20,4/15/21,2476,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3140,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/21/20,4/15/21,2488.2,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3141,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/22/20,4/15/21,2500.4,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-3142,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/23/20,4/15/21,2512.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3143,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/24/20,4/15/21,2524.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3144,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/25/20,4/15/21,2537,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3145,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/26/20,4/15/21,2549.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3146,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/27/20,4/15/21,2561.4,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3147,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/28/20,4/15/21,2573.6,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-3148,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/29/20,4/15/21,2585.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3149,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/30/20,4/15/21,2598,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3150,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/31/20,4/15/21,2610.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3151,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/1/20,4/15/21,2622.4,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3152,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/2/20,4/15/21,2634.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3153,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/3/20,4/15/21,2646.8,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3154,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/4/20,4/15/21,2659,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-3155,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/5/20,4/15/21,2671.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3156,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/6/20,4/15/21,2683.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3157,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/7/20,4/15/21,2695.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3158,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/8/20,4/15/21,2707.8,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3159,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/9/20,4/15/21,2720,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3160,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/10/20,4/15/21,2732.2,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-3161,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/11/20,4/15/21,2744.4,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3162,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/12/20,4/15/21,2756.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3163,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/13/20,4/15/21,2768.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3164,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/14/20,4/15/21,2781,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3165,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/15/20,4/15/21,2793.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3166,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/16/20,4/15/21,2805.4,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-3167,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/18/20,4/15/21,2817.6,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3168,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/19/20,4/15/21,2829.8,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3169,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/20/20,4/15/21,2842,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3170,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/20/20,4/15/21,2854.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3171,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/21/20,4/15/21,2866.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3172,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/22/20,4/15/21,2878.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3173,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/23/20,4/15/21,2890.8,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-3174,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/24/20,4/15/21,2903,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3175,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/25/20,4/15/21,2915.2,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3176,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/26/20,4/15/21,2927.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3177,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/27/20,4/15/21,2939.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3178,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/28/20,4/15/21,2951.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3179,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/29/20,4/15/21,2964,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-3180,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/30/20,4/15/21,2976.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3181,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/1/20,4/15/21,2988.4,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3182,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/2/20,4/15/21,3000.6,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3183,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/3/20,4/15/21,3012.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3184,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/4/20,4/15/21,3025,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3185,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/5/20,4/15/21,3037.2,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-3186,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/6/20,4/15/21,3049.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3187,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/7/20,4/15/21,3061.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3188,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/8/20,4/15/21,3073.8,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3189,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/9/20,4/15/21,3086,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3190,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/10/20,4/15/21,3098.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3191,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/11/20,4/15/21,3110.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3192,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/12/20,4/15/21,3122.6,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-3193,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/13/20,4/15/21,3134.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3194,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/14/20,4/15/21,3147,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3195,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/15/20,4/15/21,3159.2,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3196,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/16/20,4/15/21,3171.4,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3197,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/18/20,4/15/21,3183.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3198,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/19/20,4/15/21,3195.8,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-3199,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/20/20,4/15/21,8609.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3200,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/20/20,4/15/21,8634.5,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3201,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/21/20,4/15/21,8659.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3202,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/22/20,4/15/21,8684.7,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3203,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/23/20,4/15/21,8709.8,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3204,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/24/20,4/15/21,8734.9,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-3205,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/25/20,4/15/21,8760,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3206,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/26/20,4/15/21,8785.1,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3207,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/27/20,4/15/21,8810.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3208,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/28/20,4/15/21,8835.3,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3209,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/29/20,4/15/21,8860.4,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3210,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/30/20,4/15/21,8885.5,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3211,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/31/20,4/15/21,8910.6,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-3212,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/1/20,4/15/21,8935.7,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3213,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/2/20,4/15/21,8960.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3214,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/3/20,4/15/21,8985.9,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3215,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/4/20,4/15/21,9011,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3216,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/5/20,4/15/21,9036.1,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3217,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/6/20,4/15/21,9061.2,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-3218,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/7/20,4/15/21,9086.3,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3219,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/8/20,4/15/21,9111.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3220,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/9/20,4/15/21,9136.5,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3221,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/10/20,4/15/21,9161.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3222,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/11/20,4/15/21,9186.7,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3223,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/12/20,4/15/21,9211.8,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-3224,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/13/20,4/15/21,9236.9,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3225,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/14/20,4/15/21,9262,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
