Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance (Miles),Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY20-AMER-3060,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/2/19,4/15/20,1512.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3061,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/3/19,4/15/20,1524.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3062,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/4/19,4/15/20,1536.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3063,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/5/19,4/15/20,1548.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3064,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/6/19,4/15/20,1561,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3065,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/7/19,4/15/20,1573.2,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-3066,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/8/19,4/15/20,1585.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3067,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/9/19,4/15/20,1597.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3068,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/10/19,4/15/20,1609.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3069,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/11/19,4/15/20,1622,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3070,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/12/19,4/15/20,1634.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3071,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/13/19,4/15/20,1646.4,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
AT-FY20-AMER-3072,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/14/19,4/15/20,1658.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3073,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/15/19,4/15/20,1670.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3074,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/16/19,4/15/20,1683,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3075,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/17/19,4/15/20,1695.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3076,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/18/19,4/15/20,1707.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3077,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/19/19,4/15/20,1719.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3078,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/20/19,4/15/20,1731.8,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
AT-FY20-AMER-3079,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/21/19,4/15/20,1744,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3080,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/22/19,4/15/20,1756.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3081,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/23/19,4/15/20,1768.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3082,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/24/19,4/15/20,1780.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3083,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/25/19,4/15/20,1792.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3084,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/26/19,4/15/20,1805,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-3085,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/27/19,4/15/20,1817.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3086,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/28/19,4/15/20,1829.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3087,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/29/19,4/15/20,1841.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3088,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/30/19,4/15/20,1853.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3089,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/31/19,4/15/20,1866,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3090,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/1/19,4/15/20,1878.2,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-3091,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/2/19,4/15/20,1890.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3092,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/3/19,4/15/20,1902.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3093,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/4/19,4/15/20,1914.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3094,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/5/19,4/15/20,1927,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3095,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/6/19,4/15/20,1939.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3096,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/7/19,4/15/20,1951.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3097,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/8/19,4/15/20,1963.6,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-3098,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/9/19,4/15/20,1975.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3099,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/10/19,4/15/20,1988,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3100,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/11/19,4/15/20,2000.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3101,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/12/19,4/15/20,2012.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3102,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/13/19,4/15/20,2024.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3103,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/14/19,4/15/20,2036.8,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-3104,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/15/19,4/15/20,2049,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3105,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/16/19,4/15/20,2061.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3106,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/17/19,4/15/20,2073.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3107,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/18/19,4/15/20,2085.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3108,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/19/19,4/15/20,2097.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3109,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/20/19,4/15/20,2110,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-3110,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/21/19,4/15/20,2122.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3111,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/22/19,4/15/20,2134.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3112,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/23/19,4/15/20,2146.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3113,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/24/19,4/15/20,2158.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3114,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/25/19,4/15/20,2171,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3115,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/26/19,4/15/20,2183.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3116,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/27/19,4/15/20,2195.4,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-3117,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/28/19,4/15/20,2207.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3118,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/29/19,4/15/20,2219.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3119,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",4/30/19,4/15/20,2232,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3120,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/1/19,4/15/20,2244.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3121,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/2/19,4/15/20,2256.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3122,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/3/19,4/15/20,2268.6,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,Product Marketing
AT-FY20-AMER-3123,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/4/19,4/15/20,2280.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3124,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/5/19,4/15/20,2293,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3125,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/6/19,4/15/20,2305.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3126,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/7/19,4/15/20,2317.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3127,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/8/19,4/15/20,2329.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3128,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/9/19,4/15/20,2341.8,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-3129,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/10/19,4/15/20,2354,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3130,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/11/19,4/15/20,2366.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3131,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/12/19,4/15/20,2378.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3132,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/13/19,4/15/20,2390.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3133,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/14/19,4/15/20,2402.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3134,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/15/19,4/15/20,2415,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3135,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/16/19,4/15/20,2427.2,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-3136,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/17/19,4/15/20,2439.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3137,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/18/19,4/15/20,2451.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3138,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/19/19,4/15/20,2463.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3139,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/20/19,4/15/20,2476,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3140,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/21/19,4/15/20,2488.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3141,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/22/19,4/15/20,2500.4,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
AT-FY20-AMER-3142,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/23/19,4/15/20,2512.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3143,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/24/19,4/15/20,2524.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3144,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/25/19,4/15/20,2537,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3145,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/26/19,4/15/20,2549.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3146,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/27/19,4/15/20,2561.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3147,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/28/19,4/15/20,2573.6,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-3148,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/29/19,4/15/20,2585.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3149,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/30/19,4/15/20,2598,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3150,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/31/19,4/15/20,2610.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3151,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/1/19,4/15/20,2622.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3152,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/2/19,4/15/20,2634.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3153,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/3/19,4/15/20,2646.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3154,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/4/19,4/15/20,2659,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-3155,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/5/19,4/15/20,2671.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3156,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/6/19,4/15/20,2683.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3157,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/7/19,4/15/20,2695.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3158,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/8/19,4/15/20,2707.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3159,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/9/19,4/15/20,2720,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3160,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/10/19,4/15/20,2732.2,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-3161,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/11/19,4/15/20,2744.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3162,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/12/19,4/15/20,2756.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3163,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/13/19,4/15/20,2768.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3164,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/14/19,4/15/20,2781,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3165,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/15/19,4/15/20,2793.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3166,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/16/19,4/15/20,2805.4,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-3167,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/17/19,4/15/20,2817.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3168,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/18/19,4/15/20,2829.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3169,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/19/19,4/15/20,2842,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3170,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/20/19,4/15/20,2854.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3171,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/21/19,4/15/20,2866.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3172,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/22/19,4/15/20,2878.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3173,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/23/19,4/15/20,2890.8,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-3174,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/24/19,4/15/20,2903,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3175,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/25/19,4/15/20,2915.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3176,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/26/19,4/15/20,2927.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3177,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/27/19,4/15/20,2939.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3178,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/28/19,4/15/20,2951.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3179,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/29/19,4/15/20,2964,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-3180,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/30/19,4/15/20,2976.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3181,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/1/19,4/15/20,2988.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3182,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/2/19,4/15/20,3000.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
