Energy Use Record Name,Carbon Footprint Name,Traveler Full Name,Rental Car Company Name,Rental Car Company Code,Record Type,Carbon Inventory Date,Report Start Date,Report End Date,Cost Center,Organization Asset,Vendor Name,Expense Type,Vendor-provided emissions (tCO2e),Emission Factors - Scope 3,Distance Unit ,Trip Distance
Rental Car - FY21 - RecID 2893,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/14/20,10/15/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.190330743,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2894,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/15/20,10/16/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.105766191,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2895,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/16/20,10/17/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.040374221,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2896,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/17/20,10/19/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.135527838,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2897,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/19/20,10/20/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.119992446,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2898,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/20/20,10/21/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.002312086,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2899,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/21/20,10/21/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.206753934,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2900,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/21/20,10/22/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.14962463,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2901,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/22/20,10/23/20,Product Marketing,Business Travel FY21 - AMER,Hertz,Rental Car,0.102738002,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2902,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/23/20,10/24/20,LATAM Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.125771467,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2903,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/24/20,10/25/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.134324109,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2904,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/25/20,10/26/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.03941524,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2905,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/26/20,10/27/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.097736716,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2906,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/27/20,10/28/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.140942099,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2907,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/28/20,10/29/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.032184431,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2908,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/29/20,10/30/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.200426227,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2909,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/30/20,10/31/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.02825864,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2910,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,10/31/20,11/1/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.19270726,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2911,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/1/20,11/2/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.132996574,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2912,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/2/20,11/3/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.043628184,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2913,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/3/20,11/4/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.198674536,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2914,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/4/20,11/5/20,Product Marketing,Business Travel FY21 - AMER,Hertz,Rental Car,0.133476744,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2915,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/5/20,11/6/20,LATAM Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.104850166,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2916,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/6/20,11/7/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.200654766,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2917,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/7/20,11/8/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.111397563,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2918,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/8/20,11/9/20,General COO,Business Travel FY21 - ME,Avis,Rental Car,0.123294163,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2919,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/9/20,11/10/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.035296146,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2920,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/10/20,11/11/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.192660242,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2921,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/11/20,11/12/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.175130406,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2922,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/12/20,11/13/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.029044956,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2923,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/13/20,11/14/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.156161895,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2924,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/14/20,11/15/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.086645241,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2925,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/15/20,11/16/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.138440775,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2926,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/16/20,11/17/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.206478988,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2927,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/17/20,11/19/20,Product Marketing,Business Travel FY21 - AMER,Enterprise,Rental Car,0.168339345,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2928,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/19/20,11/20/20,LATAM Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.160287095,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2929,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/20/20,11/21/20,General COO,Business Travel FY21 - ME,Avis,Rental Car,0.140061335,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2930,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/21/20,11/21/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.144729089,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2931,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/21/20,11/22/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.074508855,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2932,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/22/20,11/23/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.188427146,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2933,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/23/20,11/24/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.134599432,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2934,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/24/20,11/25/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.113770564,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2935,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/25/20,11/26/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.158860276,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2936,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/26/20,11/27/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.115577608,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2937,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/27/20,11/28/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.06783906,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2938,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/28/20,11/29/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.088541851,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2939,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/29/20,11/30/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.018925095,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2940,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,11/30/20,12/1/20,Product Marketing,Business Travel FY21 - LATAM,Avis,Rental Car,0.130275733,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2941,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/1/20,12/2/20,LATAM Sales,Business Travel FY21 - ME,Avis,Rental Car,0.159523761,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2942,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/2/20,12/3/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.092971245,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2943,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/3/20,12/4/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.009576275,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2944,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/4/20,12/5/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.108469915,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2945,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/5/20,12/6/20,AMER Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.027971939,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2946,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/6/20,12/7/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.103632212,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2947,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/7/20,12/8/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.116746828,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2948,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/8/20,12/9/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.070708764,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2949,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/9/20,12/10/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.113487772,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2950,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/10/20,12/11/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.05333413,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2951,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/11/20,12/12/20,AMER Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.078935047,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2952,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/12/20,12/13/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.193891261,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2953,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/13/20,12/14/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.127061288,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2954,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/14/20,12/15/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.073181069,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2955,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/15/20,12/16/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.02913178,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2956,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/16/20,12/17/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.167020147,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2957,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/17/20,12/19/20,General COO,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.016409189,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2958,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/19/20,12/20/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.138020116,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2959,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/20/20,12/21/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.109144031,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2960,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/21/20,12/21/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.081561129,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2961,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/21/20,12/22/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.208889296,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2962,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/22/20,12/23/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.172650642,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2963,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/23/20,12/24/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.144422588,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2964,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/24/20,12/25/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.114648319,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2965,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/25/20,12/26/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.016437382,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2966,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/26/20,12/27/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.111971225,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2967,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/27/20,12/28/20,LATAM Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.153476481,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2968,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/28/20,12/29/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.185028205,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2969,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/29/20,12/30/20,General COO,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.167867323,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2970,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/30/20,12/31/20,General COO,Business Travel FY21 - ME,Avis,Rental Car,0.146910567,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2971,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,12/31/20,1/1/21,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.206321979,Rental Car - Full Size class,Miles,
